# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/home/jasper/OneDrive/Thesis/Plastic_tool/temps/ab-hydrolase/contigs-fixed.saf" "-F" "SAF" "-o" "/home/jasper/OneDrive/Thesis/Plastic_tool/temps/ab-hydrolase/ab-hydrolase_GC125648.bam_counts.out" "/home/jasper/Test_data/GC125648.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/jasper/Test_data/GC125648.bam
c_000000446372_1	c_000000446372	1	405	-	405	17
c_000000446382_2	c_000000446382	719	1663	+	945	0
c_000000446899_1	c_000000446899	1	354	-	354	7
c_000000446905_2	c_000000446905	269	1561	-	1293	0
c_000000446925_2	c_000000446925	218	322	+	105	0
c_000000447139_2	c_000000447139	432	1121	+	690	0
c_000000447159_2	c_000000447159	258	1349	-	1092	22
c_000000448675_1	c_000000448675	3	404	+	402	0
c_000000449809_7	c_000000449809	6286	6957	-	672	0
c_000000450723_1	c_000000450723	2	643	+	642	16
c_000000450767_2	c_000000450767	170	1039	-	870	4
c_000000452016_1	c_000000452016	1	543	-	543	19
c_000000452842_4	c_000000452842	3386	4294	-	909	0
c_000000452935_2	c_000000452935	717	1715	+	999	13
c_000000453034_1	c_000000453034	3	923	-	921	13
c_000000453611_1	c_000000453611	49	612	-	564	0
c_000000454210_1	c_000000454210	1	246	-	246	0
c_000000454793_2	c_000000454793	717	1829	-	1113	0
c_000000454998_1	c_000000454998	3	470	-	468	6
c_000000455082_1	c_000000455082	2	508	+	507	2
c_000000455696_1	c_000000455696	2	391	-	390	9
c_000000455755_1	c_000000455755	1	915	-	915	19
c_000000456177_2	c_000000456177	1413	1991	+	579	3
c_000000456414_2	c_000000456414	337	966	-	630	6
c_000000456872_1	c_000000456872	1	396	+	396	3
c_000000457125_7	c_000000457125	4105	5079	+	975	0
c_000000457183_2	c_000000457183	319	726	+	408	26
c_000000457441_1	c_000000457441	1	276	-	276	0
c_000000457856_1	c_000000457856	2	280	-	279	0
c_000000457996_1	c_000000457996	3	452	-	450	7
c_000000458054_1	c_000000458054	1	360	+	360	4
c_000000458773_1	c_000000458773	1	678	+	678	6
c_000000459185_1	c_000000459185	1	318	-	318	0
c_000000459846_9	c_000000459846	8017	8760	+	744	0
c_000000460967_1	c_000000460967	1	576	+	576	0
c_000000461937_1	c_000000461937	2	532	-	531	5
c_000000462436_1	c_000000462436	2	955	+	954	328
c_000000463715_1	c_000000463715	1	273	-	273	6
c_000000463979_1	c_000000463979	3	623	+	621	4
c_000000464159_2	c_000000464159	799	1635	+	837	0
c_000000464462_5	c_000000464462	3223	4002	-	780	0
c_000000464482_1	c_000000464482	1	297	+	297	0
c_000000464697_1	c_000000464697	1	429	-	429	2
c_000000465269_2	c_000000465269	300	1118	-	819	0
c_000000465530_2	c_000000465530	1189	1968	+	780	0
c_000000465754_2	c_000000465754	542	1378	-	837	0
c_000000467384_1	c_000000467384	1	495	+	495	0
c_000000470454_1	c_000000470454	2	1171	-	1170	6
c_000000471165_2	c_000000471165	421	1461	-	1041	0
c_000000471232_2	c_000000471232	471	1163	-	693	0
c_000000472143_1	c_000000472143	1	609	+	609	10
c_000000472744_1	c_000000472744	3	368	+	366	2
c_000000473800_2	c_000000473800	520	1392	+	873	0
c_000000474034_1	c_000000474034	3	431	-	429	21
c_000000474186_5	c_000000474186	2789	4009	-	1221	0
c_000000474349_1	c_000000474349	2	781	+	780	1
c_000000475341_32	c_000000475341	28038	28826	-	789	0
c_000000476749_4	c_000000476749	1777	2439	+	663	16
c_000000476989_3	c_000000476989	3049	4065	+	1017	0
c_000000477037_4	c_000000477037	3456	4136	+	681	0
c_000000477640_1	c_000000477640	2	343	-	342	2
c_000000478350_1	c_000000478350	1	633	+	633	8
c_000000478461_1	c_000000478461	124	504	+	381	2
c_000000478617_2	c_000000478617	537	872	+	336	0
c_000000478802_1	c_000000478802	2	769	-	768	0
c_000000479968_1	c_000000479968	1	366	+	366	1
c_000000480984_2	c_000000480984	155	886	+	732	4
c_000000481186_1	c_000000481186	1	393	-	393	3
c_000000481607_1	c_000000481607	1	360	-	360	4
c_000000481895_3	c_000000481895	2382	3203	-	822	0
c_000000482261_1	c_000000482261	3	884	-	882	0
c_000000482517_1	c_000000482517	3	635	-	633	4
c_000000482821_10	c_000000482821	7011	7838	-	828	0
c_000000482915_1	c_000000482915	3	905	+	903	1
c_000000483070_1	c_000000483070	2	472	+	471	2
c_000000483688_1	c_000000483688	3	620	-	618	2
c_000000483757_5	c_000000483757	4519	5472	-	954	0
c_000000483795_1	c_000000483795	2	730	-	729	2
c_000000483888_1	c_000000483888	2	379	-	378	11
c_000000484187_2	c_000000484187	112	798	-	687	9
c_000000484496_1	c_000000484496	1	804	+	804	1
c_000000484908_1	c_000000484908	1	411	-	411	7
c_000000485133_3	c_000000485133	5213	5659	+	447	0
c_000000485383_1	c_000000485383	1	927	+	927	4
c_000000487844_2	c_000000487844	2986	3651	-	666	0
c_000000487939_2	c_000000487939	168	617	+	450	16
c_000000488934_2	c_000000488934	2031	2810	+	780	0
c_000000489299_2	c_000000489299	538	1224	+	687	0
c_000000489339_1	c_000000489339	2	265	-	264	6
c_000000490607_1	c_000000490607	3	410	-	408	10
c_000000490803_2	c_000000490803	242	1027	+	786	0
c_000000491558_2	c_000000491558	104	370	-	267	0
c_000000492330_5	c_000000492330	4135	4914	+	780	0
c_000000493022_2	c_000000493022	315	962	+	648	8
c_000000493033_1	c_000000493033	2	325	-	324	2
c_000000493505_2	c_000000493505	265	1221	+	957	4
c_000000493857_1	c_000000493857	1	432	-	432	1
c_000000494203_3	c_000000494203	2328	3119	+	792	0
c_000000494294_1	c_000000494294	3	401	-	399	0
c_000000494685_1	c_000000494685	1	366	-	366	4
c_000000495371_1	c_000000495371	3	578	-	576	8
c_000000495393_1	c_000000495393	1	432	+	432	0
c_000000495613_1	c_000000495613	3	515	+	513	0
c_000000496341_1	c_000000496341	42	776	+	735	4
c_000000496911_2	c_000000496911	338	787	+	450	0
c_000000497198_1	c_000000497198	1	402	-	402	1
c_000000497454_19	c_000000497454	17328	18110	+	783	0
c_000000498195_9	c_000000498195	5127	5696	+	570	0
c_000000498248_1	c_000000498248	1	687	+	687	0
c_000000498766_1	c_000000498766	2	343	+	342	4
c_000000498792_1	c_000000498792	1	285	+	285	0
c_000000498853_1	c_000000498853	2	214	+	213	0
c_000000499447_1	c_000000499447	2	316	-	315	18
c_000000499951_1	c_000000499951	1	369	+	369	6
c_000000500025_1	c_000000500025	1	483	+	483	0
c_000000500042_1	c_000000500042	1	309	-	309	17
c_000000500725_1	c_000000500725	4	774	-	771	0
c_000000500991_4	c_000000500991	3197	4099	+	903	0
c_000000501625_1	c_000000501625	56	601	+	546	5
c_000000502231_1	c_000000502231	3	308	-	306	0
c_000000502396_1	c_000000502396	25	648	+	624	0
c_000000502630_1	c_000000502630	2	895	+	894	0
c_000000502793_10	c_000000502793	7930	8469	-	540	0
c_000000502859_3	c_000000502859	731	1618	-	888	0
c_000000503110_2	c_000000503110	329	1285	+	957	0
c_000000503168_1	c_000000503168	62	364	+	303	4
c_000000503540_1	c_000000503540	62	478	+	417	2
c_000000504986_15	c_000000504986	15217	16104	-	888	0
c_000000505502_2	c_000000505502	958	1731	+	774	0
c_000000506192_1	c_000000506192	1	1251	+	1251	0
c_000000507367_4	c_000000507367	1149	1613	+	465	0
c_000000507540_1	c_000000507540	1	537	-	537	19
c_000000507566_1	c_000000507566	3	314	-	312	0
c_000000508250_1	c_000000508250	3	383	+	381	9
c_000000509063_1	c_000000509063	97	510	+	414	5
c_000000509118_1	c_000000509118	1	462	+	462	11
c_000000509740_2	c_000000509740	318	986	-	669	6
c_000000511257_1	c_000000511257	2	469	+	468	0
c_000000511717_1	c_000000511717	85	303	-	219	0
c_000000512030_3	c_000000512030	1446	2024	-	579	0
c_000000512682_1	c_000000512682	1	369	-	369	27
c_000000513062_1	c_000000513062	1	492	-	492	6
c_000000513109_3	c_000000513109	995	1591	-	597	0
c_000000513400_1	c_000000513400	39	356	+	318	0
c_000000515302_1	c_000000515302	2	796	+	795	0
c_000000517460_2	c_000000517460	807	1541	+	735	0
c_000000518066_1	c_000000518066	49	510	-	462	11
c_000000519761_2	c_000000519761	308	1237	+	930	0
c_000000520224_1	c_000000520224	3	587	-	585	2
c_000000520224_2	c_000000520224	584	1444	-	861	0
c_000000520247_1	c_000000520247	1	270	-	270	0
c_000000520862_1	c_000000520862	1	225	+	225	0
c_000000522302_1	c_000000522302	2	616	+	615	8
c_000000522488_2	c_000000522488	354	956	-	603	0
c_000000523815_21	c_000000523815	15370	16299	-	930	0
c_000000524577_8	c_000000524577	4749	5675	-	927	0
c_000000524636_3	c_000000524636	918	1529	+	612	0
c_000000525166_2	c_000000525166	443	1234	-	792	0
c_000000525592_1	c_000000525592	3	461	+	459	2
c_000000525614_6	c_000000525614	3266	4141	-	876	0
c_000000525985_12	c_000000525985	10099	10746	-	648	0
c_000000526257_1	c_000000526257	2	238	-	237	8
c_000000526587_2	c_000000526587	259	807	-	549	0
c_000000526877_1	c_000000526877	1	300	-	300	38
c_000000527656_15	c_000000527656	13527	14318	+	792	0
c_000000528405_1	c_000000528405	3	230	-	228	2
c_000000529502_2	c_000000529502	438	1277	-	840	6
c_000000530366_1	c_000000530366	20	352	+	333	0
c_000000530438_2	c_000000530438	614	1405	-	792	0
c_000000530966_1	c_000000530966	1	543	+	543	1
c_000000531184_1	c_000000531184	3	632	-	630	0
c_000000532136_1	c_000000532136	3	575	+	573	41
c_000000532930_2	c_000000532930	1014	2195	+	1182	0
c_000000533108_1	c_000000533108	2	397	-	396	4
c_000000533405_1	c_000000533405	2	526	+	525	4
c_000000534000_1	c_000000534000	1	465	-	465	4
c_000000534159_1	c_000000534159	1	762	+	762	0
c_000000534272_1	c_000000534272	1	342	-	342	0
c_000000534340_1	c_000000534340	18	671	+	654	2
c_000000534587_7	c_000000534587	5523	6446	+	924	0
c_000000535785_3	c_000000535785	1529	2356	-	828	0
c_000000536794_1	c_000000536794	3	665	+	663	6
c_000000536852_1	c_000000536852	1	738	+	738	15
c_000000536890_1	c_000000536890	3	713	-	711	9
c_000000537232_1	c_000000537232	1	339	-	339	0
c_000000537885_1	c_000000537885	1	360	-	360	2
c_000000537928_1	c_000000537928	2	361	+	360	0
c_000000538124_1	c_000000538124	2	508	-	507	0
c_000000538505_1	c_000000538505	3	728	-	726	7
c_000000538779_1	c_000000538779	1	450	+	450	1
c_000000539426_1	c_000000539426	3	701	+	699	6
c_000000539471_1	c_000000539471	2	487	+	486	6
c_000000539532_27	c_000000539532	30726	31652	+	927	0
c_000000540095_5	c_000000540095	3444	4115	-	672	0
c_000000540113_1	c_000000540113	2	598	-	597	2
c_000000542973_2	c_000000542973	221	715	+	495	13
c_000000543566_2	c_000000543566	157	987	+	831	31
c_000000544680_2	c_000000544680	1122	2006	-	885	0
c_000000545176_3	c_000000545176	1237	2058	-	822	0
c_000000545319_1	c_000000545319	1	306	-	306	0
c_000000545500_1	c_000000545500	1	225	+	225	0
c_000000546234_1	c_000000546234	3	395	+	393	4
c_000000546434_1	c_000000546434	2	1687	-	1686	6
c_000000546572_2	c_000000546572	716	1489	+	774	0
c_000000546807_1	c_000000546807	3	377	-	375	4
c_000000546823_1	c_000000546823	3	305	-	303	12
c_000000547466_4	c_000000547466	2591	3397	-	807	0
c_000000547466_10	c_000000547466	7644	8342	+	699	0
c_000000547484_1	c_000000547484	3	587	+	585	7
c_000000548041_1	c_000000548041	1	360	-	360	7
c_000000548079_1	c_000000548079	1	732	+	732	6
c_000000548450_1	c_000000548450	1	654	-	654	0
c_000000549435_1	c_000000549435	3	326	-	324	12
c_000000549460_2	c_000000549460	280	1074	+	795	6
c_000000551093_3	c_000000551093	1134	1481	+	348	0
c_000000551098_1	c_000000551098	3	281	+	279	3
c_000000551365_1	c_000000551365	2	613	+	612	3
c_000000551387_2	c_000000551387	848	1393	+	546	0
c_000000552407_7	c_000000552407	5652	6455	-	804	0
c_000000553804_3	c_000000553804	1717	2535	-	819	0
c_000000554434_1	c_000000554434	2	319	-	318	0
c_000000555053_1	c_000000555053	1	414	-	414	0
c_000000555281_4	c_000000555281	2667	3188	-	522	0
c_000000555838_2	c_000000555838	456	986	+	531	0
c_000000555937_1	c_000000555937	46	777	-	732	10
c_000000556694_1	c_000000556694	2	238	+	237	2
c_000000557016_1	c_000000557016	1	267	+	267	8
c_000000557554_2	c_000000557554	580	969	+	390	0
c_000000557568_2	c_000000557568	245	922	-	678	0
c_000000557824_1	c_000000557824	1	441	-	441	0
c_000000557916_2	c_000000557916	894	1604	-	711	0
c_000000558502_1	c_000000558502	62	955	+	894	2
c_000000558910_1	c_000000558910	2	514	-	513	2
c_000000558994_3	c_000000558994	1198	1473	+	276	0
c_000000560031_1	c_000000560031	58	921	-	864	4
c_000000560033_1	c_000000560033	1	399	-	399	19
c_000000560282_2	c_000000560282	234	632	+	399	1
c_000000560411_2	c_000000560411	114	845	-	732	4
c_000000561744_1	c_000000561744	80	424	+	345	17
c_000000561902_2	c_000000561902	289	1155	+	867	0
c_000000561933_1	c_000000561933	2	373	+	372	6
c_000000562683_1	c_000000562683	1	207	-	207	0
c_000000564236_1	c_000000564236	2	817	+	816	4
c_000000565005_3	c_000000565005	1405	2172	+	768	0
c_000000565317_3	c_000000565317	988	1506	+	519	4
c_000000565579_2	c_000000565579	376	1335	+	960	18
c_000000565579_3	c_000000565579	1347	2309	+	963	0
c_000000566008_1	c_000000566008	1	309	-	309	2
c_000000566547_1	c_000000566547	1	441	+	441	2
c_000000566917_1	c_000000566917	188	1078	-	891	1
c_000000567150_1	c_000000567150	1	288	-	288	0
c_000000567371_1	c_000000567371	3	317	+	315	0
c_000000568004_1	c_000000568004	2	457	-	456	2
c_000000568646_1	c_000000568646	3	923	+	921	18
c_000000568946_4	c_000000568946	4660	5697	+	1038	0
c_000000569518_5	c_000000569518	2568	3101	+	534	0
c_000000570303_1	c_000000570303	71	889	-	819	4
c_000000571120_2	c_000000571120	632	1489	+	858	0
c_000000571817_1	c_000000571817	1	522	+	522	0
c_000000572705_3	c_000000572705	1689	2333	-	645	0
c_000000573185_2	c_000000573185	190	1059	-	870	12
c_000000574261_1	c_000000574261	23	304	+	282	9
c_000000574978_1	c_000000574978	1	606	+	606	13
c_000000575253_5	c_000000575253	3075	3908	+	834	0
c_000000575358_1	c_000000575358	2	538	-	537	16
c_000000575413_1	c_000000575413	3	326	-	324	2
c_000000575659_1	c_000000575659	1	813	+	813	3
c_000000576056_1	c_000000576056	2	316	-	315	2
c_000000576357_1	c_000000576357	3	386	-	384	0
c_000000576441_3	c_000000576441	574	1749	-	1176	0
c_000000576763_1	c_000000576763	1	987	-	987	6
c_000000576763_5	c_000000576763	2069	2962	-	894	0
c_000000577867_1	c_000000577867	1	624	+	624	8
c_000000577867_2	c_000000577867	621	1274	+	654	0
c_000000578404_1	c_000000578404	3	497	-	495	6
c_000000579708_1	c_000000579708	2	769	+	768	4
c_000000580249_1	c_000000580249	1	444	+	444	8
c_000000580265_3	c_000000580265	999	1679	+	681	0
c_000000581097_3	c_000000581097	2210	3016	+	807	0
c_000000581504_5	c_000000581504	2826	3449	+	624	0
c_000000581909_1	c_000000581909	3	521	+	519	2
c_000000582395_2	c_000000582395	445	1332	-	888	26
c_000000582557_1	c_000000582557	2	1366	+	1365	6
c_000000583164_2	c_000000583164	306	902	+	597	0
c_000000583239_1	c_000000583239	2	304	+	303	2
c_000000583491_1	c_000000583491	2	226	+	225	14
c_000000583699_2	c_000000583699	478	1176	-	699	16
c_000000584290_2	c_000000584290	78	626	-	549	18
c_000000585020_1	c_000000585020	3	290	-	288	6
c_000000585633_1	c_000000585633	2	940	+	939	0
c_000000585710_1	c_000000585710	3	833	-	831	18
c_000000585840_2	c_000000585840	824	1639	+	816	0
c_000000585859_1	c_000000585859	1	516	-	516	2
c_000000586053_1	c_000000586053	1	279	+	279	2
c_000000586209_1	c_000000586209	1	279	+	279	0
c_000000586765_1	c_000000586765	57	632	+	576	13
c_000000588528_1	c_000000588528	25	402	+	378	0
c_000000588815_2	c_000000588815	689	1747	+	1059	0
c_000000589464_1	c_000000589464	1	300	-	300	2
c_000000589976_3	c_000000589976	1587	2261	-	675	0
c_000000590391_2	c_000000590391	1039	1848	+	810	6
c_000000590482_2	c_000000590482	219	692	+	474	0
c_000000590864_1	c_000000590864	102	800	+	699	4
c_000000591144_2	c_000000591144	778	1491	+	714	0
c_000000591433_1	c_000000591433	3	362	+	360	1
c_000000591467_1	c_000000591467	2	502	+	501	2
c_000000592168_1	c_000000592168	3	347	+	345	10
c_000000592663_1	c_000000592663	1	354	-	354	0
c_000000592901_5	c_000000592901	2522	3313	+	792	0
c_000000593022_1	c_000000593022	3	371	+	369	9
c_000000594138_2	c_000000594138	370	1269	-	900	0
c_000000594148_1	c_000000594148	1	276	-	276	25
c_000000594291_1	c_000000594291	1	348	-	348	4
c_000000595264_2	c_000000595264	409	1284	-	876	2
c_000000595533_3	c_000000595533	1711	2307	-	597	0
c_000000595702_1	c_000000595702	3	587	-	585	0
c_000000596592_1	c_000000596592	1	2082	+	2082	10
c_000000596991_4	c_000000596991	2340	3308	+	969	0
c_000000597258_3	c_000000597258	1741	2391	+	651	0
c_000000597420_3	c_000000597420	2029	2412	+	384	0
c_000000597478_16	c_000000597478	20056	21033	+	978	0
c_000000598180_2	c_000000598180	533	1105	+	573	0
c_000000598801_1	c_000000598801	3	320	-	318	3
c_000000599122_9	c_000000599122	9039	9638	+	600	0
c_000000599501_1	c_000000599501	1	504	-	504	0
c_000000599562_5	c_000000599562	3182	3877	+	696	0
c_000000600021_1	c_000000600021	2	334	+	333	5
c_000000600443_1	c_000000600443	29	604	+	576	0
c_000000601407_1	c_000000601407	3	464	+	462	1
c_000000601486_1	c_000000601486	3	437	+	435	2
c_000000601851_2	c_000000601851	571	1419	-	849	0
c_000000602609_2	c_000000602609	671	1384	+	714	0
c_000000602830_1	c_000000602830	67	1032	+	966	4
c_000000602883_1	c_000000602883	3	491	-	489	0
c_000000604009_3	c_000000604009	1442	2179	+	738	0
c_000000604400_1	c_000000604400	3	548	-	546	1
c_000000604425_1	c_000000604425	87	971	+	885	2
c_000000604757_1	c_000000604757	2	349	-	348	4
c_000000604853_4	c_000000604853	1572	2342	-	771	0
c_000000605784_2	c_000000605784	175	456	+	282	2
c_000000605993_2	c_000000605993	874	1335	+	462	0
c_000000606397_1	c_000000606397	15	311	-	297	4
c_000000606817_2	c_000000606817	221	1078	+	858	6
c_000000607925_1	c_000000607925	2	238	+	237	2
c_000000607979_1	c_000000607979	2	628	-	627	4
c_000000608207_1	c_000000608207	3	368	+	366	1
c_000000608400_1	c_000000608400	2	334	-	333	0
c_000000608917_1	c_000000608917	1	258	+	258	2
c_000000609174_1	c_000000609174	3	251	-	249	12
c_000000609428_14	c_000000609428	16961	17815	+	855	0
c_000000609733_1	c_000000609733	3	359	+	357	2
c_000000609912_1	c_000000609912	3	554	+	552	9
c_000000610363_3	c_000000610363	935	1858	-	924	0
c_000000610455_2	c_000000610455	246	1037	-	792	8
c_000000612152_1	c_000000612152	3	443	-	441	4
c_000000614024_2	c_000000614024	469	1329	-	861	4
c_000000614071_1	c_000000614071	2	313	-	312	0
c_000000614941_1	c_000000614941	2	397	-	396	2
c_000000615601_1	c_000000615601	3	680	+	678	3
c_000000615700_2	c_000000615700	163	1017	-	855	5
c_000000615956_1	c_000000615956	3	233	-	231	0
c_000000618233_35	c_000000618233	35004	35978	+	975	0
c_000000618973_1	c_000000618973	2	613	+	612	0
c_000000619443_1	c_000000619443	1	375	-	375	9
c_000000619471_2	c_000000619471	210	956	-	747	0
c_000000619737_1	c_000000619737	2	415	+	414	36
c_000000619878_1	c_000000619878	1	375	-	375	2
c_000000620129_1	c_000000620129	2	493	-	492	8
c_000000620637_2	c_000000620637	101	319	+	219	3
c_000000620727_12	c_000000620727	13200	13952	+	753	0
c_000000621647_1	c_000000621647	3	404	-	402	19
c_000000621680_1	c_000000621680	1	297	-	297	0
c_000000622539_2	c_000000622539	782	1681	+	900	0
c_000000623021_1	c_000000623021	1	309	+	309	2
c_000000623659_1	c_000000623659	1	351	+	351	2
c_000000623838_1	c_000000623838	30	599	-	570	1
c_000000624362_2	c_000000624362	412	1251	+	840	0
c_000000626289_2	c_000000626289	352	1047	-	696	2
c_000000627015_1	c_000000627015	3	548	+	546	13
c_000000627713_1	c_000000627713	1	330	-	330	0
c_000000628817_1	c_000000628817	3	686	+	684	11
c_000000629104_1	c_000000629104	3	362	-	360	0
c_000000629511_2	c_000000629511	625	1101	-	477	0
c_000000630001_5	c_000000630001	3951	4829	+	879	0
c_000000630736_3	c_000000630736	2167	3534	-	1368	0
c_000000631162_2	c_000000631162	3479	4387	-	909	0
c_000000632595_1	c_000000632595	1	546	-	546	0
c_000000633535_1	c_000000633535	1	441	+	441	7
c_000000633902_2	c_000000633902	206	607	-	402	2
c_000000633937_1	c_000000633937	2	343	+	342	2
c_000000634287_2	c_000000634287	421	1185	-	765	13
c_000000634530_1	c_000000634530	3	506	-	504	7
c_000000635233_25	c_000000635233	29076	30785	+	1710	0
c_000000635233_29	c_000000635233	33000	33899	-	900	0
c_000000635900_1	c_000000635900	9	386	-	378	4
c_000000636413_1	c_000000636413	3	308	+	306	6
c_000000636445_1	c_000000636445	1	447	-	447	75
c_000000637099_1	c_000000637099	1	399	-	399	0
c_000000637182_5	c_000000637182	1671	2459	+	789	0
c_000000637294_20	c_000000637294	25325	27022	+	1698	0
c_000000637294_24	c_000000637294	29223	30119	-	897	0
c_000000637732_1	c_000000637732	3	668	-	666	37
c_000000638048_2	c_000000638048	506	739	+	234	6
c_000000638762_2	c_000000638762	761	1693	-	933	5
c_000000639452_3	c_000000639452	1437	2021	-	585	0
c_000000639734_5	c_000000639734	2677	3450	-	774	0
c_000000639756_1	c_000000639756	3	452	+	450	21
c_000000641037_1	c_000000641037	288	1073	+	786	2
c_000000641093_1	c_000000641093	2	832	+	831	4
c_000000641319_8	c_000000641319	4201	5028	-	828	0
c_000000642404_2	c_000000642404	1063	1365	+	303	4
c_000000642583_2	c_000000642583	750	1643	+	894	0
c_000000642798_2	c_000000642798	232	1527	+	1296	6
c_000000643769_6	c_000000643769	5400	6065	-	666	0
c_000000644222_2	c_000000644222	220	1086	+	867	14
c_000000644810_1	c_000000644810	1	606	-	606	0
c_000000645245_2	c_000000645245	354	725	+	372	0
c_000000645382_1	c_000000645382	2	286	+	285	2
c_000000645818_1	c_000000645818	1	894	-	894	0
c_000000645834_1	c_000000645834	1	399	-	399	6
c_000000646068_2	c_000000646068	1243	2040	+	798	0
c_000000646093_3	c_000000646093	682	1104	+	423	8
c_000000646140_1	c_000000646140	1	390	+	390	0
c_000000646243_1	c_000000646243	1	567	-	567	4
c_000000646709_3	c_000000646709	741	1886	+	1146	0
c_000000647183_1	c_000000647183	1	498	-	498	0
c_000000647342_1	c_000000647342	3	389	-	387	7
c_000000647474_1	c_000000647474	2	415	+	414	8
c_000000647506_2	c_000000647506	301	702	+	402	4
c_000000648144_31	c_000000648144	30374	31333	+	960	0
c_000000649348_1	c_000000649348	1	555	-	555	0
c_000000650051_2	c_000000650051	464	1735	-	1272	0
c_000000650075_1	c_000000650075	3	200	-	198	0
c_000000650992_2	c_000000650992	806	1585	-	780	0
c_000000652134_1	c_000000652134	2	721	+	720	0
c_000000652949_1	c_000000652949	112	897	-	786	0
c_000000654930_1	c_000000654930	3	644	+	642	0
c_000000655197_2	c_000000655197	289	798	+	510	0
c_000000655534_16	c_000000655534	14232	15188	+	957	0
c_000000655856_2	c_000000655856	392	1462	-	1071	0
c_000000657508_1	c_000000657508	1	378	-	378	0
c_000000657852_1	c_000000657852	1	393	-	393	0
c_000000658271_1	c_000000658271	2	463	-	462	0
c_000000658417_1	c_000000658417	1	513	-	513	0
c_000000659165_1	c_000000659165	3	515	-	513	0
c_000000659183_2	c_000000659183	1665	2672	+	1008	0
c_000000659273_1	c_000000659273	3	581	-	579	0
c_000000659361_1	c_000000659361	1	354	-	354	0
c_000000659987_1	c_000000659987	221	769	-	549	0
c_000000660181_1	c_000000660181	1	312	-	312	0
c_000000660622_1	c_000000660622	2	841	+	840	0
c_000000661692_1	c_000000661692	1	675	+	675	0
c_000000662073_1	c_000000662073	1	642	-	642	0
c_000000662090_1	c_000000662090	2	652	-	651	0
c_000000662414_3	c_000000662414	773	1573	-	801	0
c_000000662591_4	c_000000662591	3977	4585	+	609	0
c_000000664309_2	c_000000664309	141	470	+	330	0
c_000000664383_1	c_000000664383	1	465	-	465	0
c_000000664792_1	c_000000664792	100	948	+	849	0
c_000000664903_1	c_000000664903	3	380	-	378	0
c_000000665334_1	c_000000665334	51	458	+	408	0
c_000000666665_1	c_000000666665	1	351	+	351	0
c_000000667275_1	c_000000667275	3	605	-	603	0
c_000000667561_1	c_000000667561	2	391	+	390	0
c_000000667747_1	c_000000667747	2	322	+	321	0
c_000000667951_1	c_000000667951	2	349	+	348	0
c_000000668018_3	c_000000668018	921	1886	-	966	0
c_000000668581_1	c_000000668581	3	590	-	588	0
c_000000669947_5	c_000000669947	1819	2643	-	825	0
c_000000670248_1	c_000000670248	1	792	-	792	0
c_000000670666_1	c_000000670666	1	939	-	939	0
c_000000670944_1	c_000000670944	3	653	-	651	0
c_000000670975_1	c_000000670975	2	601	-	600	0
c_000000671053_1	c_000000671053	3	779	+	777	0
c_000000672297_1	c_000000672297	26	664	+	639	0
c_000000672623_1	c_000000672623	2	568	+	567	0
c_000000672843_1	c_000000672843	1	372	+	372	0
c_000000672934_1	c_000000672934	2	307	-	306	0
c_000000673014_1	c_000000673014	89	406	+	318	0
c_000000673076_3	c_000000673076	1459	1710	+	252	0
c_000000673786_2	c_000000673786	1159	2040	+	882	0
c_000000674389_1	c_000000674389	177	770	+	594	0
c_000000675170_1	c_000000675170	74	832	+	759	0
c_000000675295_1	c_000000675295	1	750	-	750	0
c_000000675350_4	c_000000675350	2402	2680	+	279	0
c_000000675691_1	c_000000675691	2	319	-	318	0
c_000000675837_3	c_000000675837	1244	2167	+	924	0
c_000000676006_3	c_000000676006	1708	2220	+	513	0
c_000000676319_1	c_000000676319	1	456	-	456	0
c_000000676814_7	c_000000676814	4797	5597	+	801	0
c_000000676862_1	c_000000676862	2	262	+	261	0
c_000000677346_1	c_000000677346	1	708	-	708	0
c_000000679819_1	c_000000679819	1	333	-	333	0
c_000000680520_2	c_000000680520	537	1007	+	471	0
c_000000681659_2	c_000000681659	813	1679	-	867	0
c_000000681659_3	c_000000681659	1852	2427	-	576	0
c_000000682180_1	c_000000682180	3	353	-	351	0
c_000000682670_2	c_000000682670	251	886	-	636	0
c_000000682794_2	c_000000682794	487	840	+	354	0
c_000000682803_1	c_000000682803	2	217	-	216	0
c_000000682900_1	c_000000682900	3	812	-	810	0
c_000000683007_1	c_000000683007	2	283	-	282	0
c_000000683694_2	c_000000683694	450	1094	+	645	0
c_000000685351_1	c_000000685351	32	355	-	324	0
c_000000685499_1	c_000000685499	26	373	+	348	0
c_000000685926_2	c_000000685926	457	1335	-	879	0
c_000000686339_1	c_000000686339	2	301	+	300	0
c_000000686638_1	c_000000686638	1	249	-	249	0
c_000000687912_1	c_000000687912	1	312	-	312	0
c_000000688645_1	c_000000688645	3	842	-	840	0
c_000000689597_5	c_000000689597	3796	4677	+	882	0
c_000000689900_2	c_000000689900	1017	1934	-	918	0
c_000000690405_1	c_000000690405	1	273	-	273	0
c_000000691759_1	c_000000691759	3	239	-	237	0
c_000000691898_1	c_000000691898	3	266	-	264	0
c_000000692561_2	c_000000692561	828	1586	-	759	0
c_000000692631_1	c_000000692631	1	393	-	393	0
c_000000692739_1	c_000000692739	1	444	-	444	0
